"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","HEALTHEXP","OOPEXP","PC_GDP","A","2018",3.323,
"CHE","HEALTHEXP","OOPEXP","PC_GDP","A","2019",3.4,"E"
"TUR","HEALTHEXP","OOPEXP","PC_GDP","A","2016",0.71,
"TUR","HEALTHEXP","OOPEXP","PC_GDP","A","2017",0.732,
"TUR","HEALTHEXP","OOPEXP","PC_GDP","A","2018",0.728,
"GBR","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.505,
"GBR","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.56,
"GBR","HEALTHEXP","OOPEXP","PC_GDP","A","2018",1.67,
"USA","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.909,
"USA","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.871,
"USA","HEALTHEXP","OOPEXP","PC_GDP","A","2018",1.825,
"CHL","HEALTHEXP","OOPEXP","PC_GDP","A","2016",2.96,
"CHL","HEALTHEXP","OOPEXP","PC_GDP","A","2017",3.02,
"CHL","HEALTHEXP","OOPEXP","PC_GDP","A","2018",3.038,
"CHL","HEALTHEXP","OOPEXP","PC_GDP","A","2019",3.082,"P"
"EST","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.475,
"EST","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.641,
"EST","HEALTHEXP","OOPEXP","PC_GDP","A","2018",1.636,
"EST","HEALTHEXP","OOPEXP","PC_GDP","A","2019",1.626,"P"
"ISR","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.623,
"ISR","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.647,
"ISR","HEALTHEXP","OOPEXP","PC_GDP","A","2018",1.589,
"SVN","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.018,
"SVN","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.009,
"SVN","HEALTHEXP","OOPEXP","PC_GDP","A","2018",0.994,
"SVN","HEALTHEXP","OOPEXP","PC_GDP","A","2019",1.124,"P"
"AUT","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.994,"D"
"AUT","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.983,"D"
"AUT","HEALTHEXP","OOPEXP","PC_GDP","A","2018",1.895,"D"
"BRA","HEALTHEXP","OOPEXP","PC_GDP","A","2016",2.523,
"BRA","HEALTHEXP","OOPEXP","PC_GDP","A","2017",2.587,
"CHN","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.787,
"CHN","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.82,
"COL","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.176,
"COL","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.18,
"COL","HEALTHEXP","OOPEXP","PC_GDP","A","2018",1.156,
"COL","HEALTHEXP","TOT","PC_GDP","A","2016",7.531,
"COL","HEALTHEXP","TOT","PC_GDP","A","2017",7.679,
"COL","HEALTHEXP","TOT","PC_GDP","A","2018",7.64,
"COL","HEALTHEXP","TOT","PC_GDP","A","2019",7.26,"E"
"IND","HEALTHEXP","OOPEXP","PC_GDP","A","2016",2.235,
"IND","HEALTHEXP","OOPEXP","PC_GDP","A","2017",2.248,
"IDN","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.16,
"IDN","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.021,
"LVA","HEALTHEXP","OOPEXP","PC_GDP","A","2016",2.689,
"LVA","HEALTHEXP","OOPEXP","PC_GDP","A","2017",2.51,
"LVA","HEALTHEXP","OOPEXP","PC_GDP","A","2018",2.433,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2016",6.206,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2017",6.007,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2018",6.209,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2019",6.255,"E"
"LTU","HEALTHEXP","OOPEXP","PC_GDP","A","2016",2.145,
"LTU","HEALTHEXP","OOPEXP","PC_GDP","A","2017",2.111,
"LTU","HEALTHEXP","OOPEXP","PC_GDP","A","2018",2.078,
"LTU","HEALTHEXP","OOPEXP","PC_GDP","A","2019",2.153,"P"
"LTU","HEALTHEXP","TOT","PC_GDP","A","2016",6.637,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2017",6.465,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2018",6.568,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2019",6.803,"P"
"RUS","HEALTHEXP","OOPEXP","PC_GDP","A","2016",2.142,
"RUS","HEALTHEXP","OOPEXP","PC_GDP","A","2017",2.17,
"RUS","HEALTHEXP","OOPEXP","PC_GDP","A","2018",2.037,
"ZAF","HEALTHEXP","OOPEXP","PC_GDP","A","2016",0.627,
"ZAF","HEALTHEXP","OOPEXP","PC_GDP","A","2017",0.63,
"OAVG","HEALTHEXP","TOT","PC_GDP","A","2016",8.776,
"OAVG","HEALTHEXP","TOT","PC_GDP","A","2017",8.742,
"OAVG","HEALTHEXP","TOT","PC_GDP","A","2018",8.767,
"OAVG","HEALTHEXP","TOT","PC_GDP","A","2019",8.842,"E"
"CRI","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.658,
"CRI","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.55,
"CRI","HEALTHEXP","OOPEXP","PC_GDP","A","2018",1.684,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2016",7.531,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2017",7.29,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2018",7.51,
"BGR","HEALTHEXP","OOPEXP","PC_GDP","A","2016",3.235,
"BGR","HEALTHEXP","OOPEXP","PC_GDP","A","2017",3.175,
"BGR","HEALTHEXP","OOPEXP","PC_GDP","A","2018",2.889,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2016",7.48,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2017",7.453,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2018",7.347,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2019",7.627,"E"
"HRV","HEALTHEXP","TOT","PC_GDP","A","2016",6.83,
"HRV","HEALTHEXP","TOT","PC_GDP","A","2017",6.778,
"HRV","HEALTHEXP","TOT","PC_GDP","A","2018",6.827,
"HRV","HEALTHEXP","TOT","PC_GDP","A","2019",6.883,"E"
"CYP","HEALTHEXP","OOPEXP","PC_GDP","A","2016",3.151,
"CYP","HEALTHEXP","OOPEXP","PC_GDP","A","2017",3.068,
"CYP","HEALTHEXP","OOPEXP","PC_GDP","A","2018",3.022,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2016",6.834,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2017",6.738,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2018",6.77,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2019",7.046,"E"
"MKD","HEALTHEXP","TOT","PC_GDP","A","2017",6.062,
"MLT","HEALTHEXP","TOT","PC_GDP","A","2016",9.114,
"MLT","HEALTHEXP","TOT","PC_GDP","A","2017",9.299,
"MLT","HEALTHEXP","TOT","PC_GDP","A","2018",8.947,
"MLT","HEALTHEXP","TOT","PC_GDP","A","2019",9.44,"E"
"ROU","HEALTHEXP","OOPEXP","PC_GDP","A","2016",1.036,
"ROU","HEALTHEXP","OOPEXP","PC_GDP","A","2017",1.055,
"ROU","HEALTHEXP","OOPEXP","PC_GDP","A","2018",1.081,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2016",4.994,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2017",5.151,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2018",5.557,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2019",5.71,"E"
"SRB","HEALTHEXP","TOT","PC_GDP","A","2017",8.434,
"AUS","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",6.078,
"AUS","HEALTHEXP","COMPULSORY","PC_GDP","A","2017",6.12,"D"
"AUS","HEALTHEXP","COMPULSORY","PC_GDP","A","2018",6.193,"E"
"AUS","HEALTHEXP","COMPULSORY","PC_GDP","A","2019",6.289,"E"
"AUS","HEALTHEXP","VOLUNTARY","PC_GDP","A","2016",3.122,
"AUS","HEALTHEXP","VOLUNTARY","PC_GDP","A","2017",3.086,"D"
"AUS","HEALTHEXP","VOLUNTARY","PC_GDP","A","2018",3.092,"E"
"AUS","HEALTHEXP","VOLUNTARY","PC_GDP","A","2019",3.045,"E"
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",7.663,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2017",7.661,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2018",7.706,
"AUT","HEALTHEXP","COMPULSORY","PC_GDP","A","2019",7.831,"P"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2016",2.698,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2017",2.695,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2018",2.61,"D"
"AUT","HEALTHEXP","VOLUNTARY","PC_GDP","A","2019",2.577,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",7.824,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2017",7.904,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2018",7.823,
"BEL","HEALTHEXP","COMPULSORY","PC_GDP","A","2019",7.864,"E"
"BEL","HEALTHEXP","VOLUNTARY","PC_GDP","A","2016",2.457,
"BEL","HEALTHEXP","VOLUNTARY","PC_GDP","A","2017",2.502,
"BEL","HEALTHEXP","VOLUNTARY","PC_GDP","A","2018",2.496,
"BEL","HEALTHEXP","VOLUNTARY","PC_GDP","A","2019",2.485,"E"
"CAN","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",7.679,
"CAN","HEALTHEXP","COMPULSORY","PC_GDP","A","2017",7.562,
"CAN","HEALTHEXP","COMPULSORY","PC_GDP","A","2018",7.591,"P"
"CAN","HEALTHEXP","COMPULSORY","PC_GDP","A","2019",7.597,"P"
"CAN","HEALTHEXP","VOLUNTARY","PC_GDP","A","2016",3.3,
"CAN","HEALTHEXP","VOLUNTARY","PC_GDP","A","2017",3.228,
"CAN","HEALTHEXP","VOLUNTARY","PC_GDP","A","2018",3.199,"P"
