"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","HUR","TOT","PC_LF","M","2019-07",4.6,
"DNK","HUR","TOT","PC_LF","M","2019-08",4.8,
"DNK","HUR","TOT","PC_LF","M","2019-09",5.1,
"DNK","HUR","TOT","PC_LF","M","2019-10",5.2,
"DNK","HUR","TOT","PC_LF","M","2019-11",5.1,
"DNK","HUR","TOT","PC_LF","M","2019-12",5,
"DNK","HUR","TOT","PC_LF","M","2020-01",5,
"DNK","HUR","TOT","PC_LF","M","2020-02",4.9,
"DNK","HUR","TOT","PC_LF","M","2020-03",4.8,
"DNK","HUR","TOT","PC_LF","M","2020-04",4.9,
"DNK","HUR","TOT","PC_LF","M","2020-05",5.5,
"DNK","HUR","TOT","PC_LF","M","2020-06",6,
"DNK","HUR","TOT","PC_LF","M","2020-07",6.3,
"DNK","HUR","TOT","PC_LF","M","2020-08",6.2,
"DNK","HUR","TOT","PC_LF","M","2020-09",6,
"DNK","HUR","TOT","PC_LF","M","2020-10",5.9,
"DNK","HUR","TOT","PC_LF","M","2020-11",5.7,
"DNK","HUR","TOT","PC_LF","M","2020-12",5.8,
"FIN","HUR","TOT","PC_LF","M","2018-12",5.9,
"FIN","HUR","TOT","PC_LF","M","2019-01",6.5,
"FIN","HUR","TOT","PC_LF","M","2019-02",7,
"FIN","HUR","TOT","PC_LF","M","2019-03",6.3,
"FIN","HUR","TOT","PC_LF","M","2019-04",7.1,
"FIN","HUR","TOT","PC_LF","M","2019-05",6.7,
"FIN","HUR","TOT","PC_LF","M","2019-06",5.9,
"FIN","HUR","TOT","PC_LF","M","2019-07",6.8,
"FIN","HUR","TOT","PC_LF","M","2019-08",6.9,
"FIN","HUR","TOT","PC_LF","M","2019-09",6.6,
"FIN","HUR","TOT","PC_LF","M","2019-10",6.9,
"FIN","HUR","TOT","PC_LF","M","2019-11",6.8,
"FIN","HUR","TOT","PC_LF","M","2019-12",6.6,
"FIN","HUR","TOT","PC_LF","M","2020-01",6.9,
"FIN","HUR","TOT","PC_LF","M","2020-02",6.6,
"FIN","HUR","TOT","PC_LF","M","2020-03",6.7,
"FIN","HUR","TOT","PC_LF","M","2020-04",7.3,
"FIN","HUR","TOT","PC_LF","M","2020-05",8.2,
"FIN","HUR","TOT","PC_LF","M","2020-06",7.8,
"FIN","HUR","TOT","PC_LF","M","2020-07",8.6,
"FIN","HUR","TOT","PC_LF","M","2020-08",8.5,
"FIN","HUR","TOT","PC_LF","M","2020-09",8.4,
"FIN","HUR","TOT","PC_LF","M","2020-10",8.2,
"FIN","HUR","TOT","PC_LF","M","2020-11",7.8,
"FIN","HUR","TOT","PC_LF","M","2020-12",8.4,
"FRA","HUR","TOT","PC_LF","M","2018-12",8.8,
"FRA","HUR","TOT","PC_LF","M","2019-01",8.7,
"FRA","HUR","TOT","PC_LF","M","2019-02",8.7,
"FRA","HUR","TOT","PC_LF","M","2019-03",8.6,
"FRA","HUR","TOT","PC_LF","M","2019-04",8.5,
"FRA","HUR","TOT","PC_LF","M","2019-05",8.5,
"FRA","HUR","TOT","PC_LF","M","2019-06",8.5,
"FRA","HUR","TOT","PC_LF","M","2019-07",8.5,
"FRA","HUR","TOT","PC_LF","M","2019-08",8.5,
"FRA","HUR","TOT","PC_LF","M","2019-09",8.4,
"FRA","HUR","TOT","PC_LF","M","2019-10",8.3,
"FRA","HUR","TOT","PC_LF","M","2019-11",8.2,
"FRA","HUR","TOT","PC_LF","M","2019-12",8.2,
"FRA","HUR","TOT","PC_LF","M","2020-01",7.7,
"FRA","HUR","TOT","PC_LF","M","2020-02",7.5,
"FRA","HUR","TOT","PC_LF","M","2020-03",8,
"FRA","HUR","TOT","PC_LF","M","2020-04",7.3,
"FRA","HUR","TOT","PC_LF","M","2020-05",7.2,
"FRA","HUR","TOT","PC_LF","M","2020-06",6.9,
"FRA","HUR","TOT","PC_LF","M","2020-07",9.4,
"FRA","HUR","TOT","PC_LF","M","2020-08",9,
"FRA","HUR","TOT","PC_LF","M","2020-09",8.8,
"FRA","HUR","TOT","PC_LF","M","2020-10",8.6,
"FRA","HUR","TOT","PC_LF","M","2020-11",8.8,
"FRA","HUR","TOT","PC_LF","M","2020-12",8.9,
"DEU","HUR","TOT","PC_LF","M","2018-12",3.3,
"DEU","HUR","TOT","PC_LF","M","2019-01",3.3,
"DEU","HUR","TOT","PC_LF","M","2019-02",3.2,
"DEU","HUR","TOT","PC_LF","M","2019-03",3.2,
"DEU","HUR","TOT","PC_LF","M","2019-04",3.1,
"DEU","HUR","TOT","PC_LF","M","2019-05",3.1,
"DEU","HUR","TOT","PC_LF","M","2019-06",3,
"DEU","HUR","TOT","PC_LF","M","2019-07",3,
"DEU","HUR","TOT","PC_LF","M","2019-08",3,
"DEU","HUR","TOT","PC_LF","M","2019-09",3.1,
"DEU","HUR","TOT","PC_LF","M","2019-10",3.1,
"DEU","HUR","TOT","PC_LF","M","2019-11",3.2,
"DEU","HUR","TOT","PC_LF","M","2019-12",3.3,
"DEU","HUR","TOT","PC_LF","M","2020-01",3.4,
"DEU","HUR","TOT","PC_LF","M","2020-02",3.6,
"DEU","HUR","TOT","PC_LF","M","2020-03",3.8,
"DEU","HUR","TOT","PC_LF","M","2020-04",4,
"DEU","HUR","TOT","PC_LF","M","2020-05",4.2,
"DEU","HUR","TOT","PC_LF","M","2020-06",4.3,
"DEU","HUR","TOT","PC_LF","M","2020-07",4.4,
"DEU","HUR","TOT","PC_LF","M","2020-08",4.5,
"DEU","HUR","TOT","PC_LF","M","2020-09",4.5,
"DEU","HUR","TOT","PC_LF","M","2020-10",4.5,
"DEU","HUR","TOT","PC_LF","M","2020-11",4.5,
"DEU","HUR","TOT","PC_LF","M","2020-12",4.6,
"GRC","HUR","TOT","PC_LF","M","2018-12",18.5,
"GRC","HUR","TOT","PC_LF","M","2019-01",18.6,
"GRC","HUR","TOT","PC_LF","M","2019-02",18.4,
"GRC","HUR","TOT","PC_LF","M","2019-03",18.1,
"GRC","HUR","TOT","PC_LF","M","2019-04",17.6,
"GRC","HUR","TOT","PC_LF","M","2019-05",17.2,
"GRC","HUR","TOT","PC_LF","M","2019-06",17.1,
"GRC","HUR","TOT","PC_LF","M","2019-07",17,
"GRC","HUR","TOT","PC_LF","M","2019-08",16.9,
"GRC","HUR","TOT","PC_LF","M","2019-09",16.9,
"GRC","HUR","TOT","PC_LF","M","2019-10",16.7,
"GRC","HUR","TOT","PC_LF","M","2019-11",16.6,
"GRC","HUR","TOT","PC_LF","M","2019-12",16.5,
"GRC","HUR","TOT","PC_LF","M","2020-01",16.4,
"GRC","HUR","TOT","PC_LF","M","2020-02",15.5,
"GRC","HUR","TOT","PC_LF","M","2020-03",15.7,
"GRC","HUR","TOT","PC_LF","M","2020-04",16.2,
"GRC","HUR","TOT","PC_LF","M","2020-05",16.8,
"GRC","HUR","TOT","PC_LF","M","2020-06",17.9,
"GRC","HUR","TOT","PC_LF","M","2020-07",16.7,
"GRC","HUR","TOT","PC_LF","M","2020-08",16.8,
"GRC","HUR","TOT","PC_LF","M","2020-09",16.7,
"GRC","HUR","TOT","PC_LF","M","2020-10",16.7,
"HUN","HUR","TOT","PC_LF","M","2018-12",3.6,
"HUN","HUR","TOT","PC_LF","M","2019-01",3.5,
"HUN","HUR","TOT","PC_LF","M","2019-02",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-03",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-04",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-05",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-06",3.5,
"HUN","HUR","TOT","PC_LF","M","2019-07",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-08",3.5,
"HUN","HUR","TOT","PC_LF","M","2019-09",3.5,
"HUN","HUR","TOT","PC_LF","M","2019-10",3.6,
"HUN","HUR","TOT","PC_LF","M","2019-11",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-12",3.4,
"HUN","HUR","TOT","PC_LF","M","2020-01",3.4,
"HUN","HUR","TOT","PC_LF","M","2020-02",3.6,
"HUN","HUR","TOT","PC_LF","M","2020-03",3.7,
"HUN","HUR","TOT","PC_LF","M","2020-04",4.1,
"HUN","HUR","TOT","PC_LF","M","2020-05",4.8,
"HUN","HUR","TOT","PC_LF","M","2020-06",4.9,
"HUN","HUR","TOT","PC_LF","M","2020-07",4.6,
"HUN","HUR","TOT","PC_LF","M","2020-08",4.4,
"HUN","HUR","TOT","PC_LF","M","2020-09",4.4,
"HUN","HUR","TOT","PC_LF","M","2020-10",4.5,
"HUN","HUR","TOT","PC_LF","M","2020-11",4.3,
"ISL","HUR","TOT","PC_LF","M","2018-12",2.9,
"ISL","HUR","TOT","PC_LF","M","2019-01",2.9,
"ISL","HUR","TOT","PC_LF","M","2019-02",3,
"ISL","HUR","TOT","PC_LF","M","2019-03",3.1,
"ISL","HUR","TOT","PC_LF","M","2019-04",3.2,
"ISL","HUR","TOT","PC_LF","M","2019-05",3.3,
"ISL","HUR","TOT","PC_LF","M","2019-06",3.4,
"ISL","HUR","TOT","PC_LF","M","2019-07",3.5,
"ISL","HUR","TOT","PC_LF","M","2019-08",3.6,
"ISL","HUR","TOT","PC_LF","M","2019-09",3.7,
"ISL","HUR","TOT","PC_LF","M","2019-10",3.8,
"ISL","HUR","TOT","PC_LF","M","2019-11",3.9,
"ISL","HUR","TOT","PC_LF","M","2019-12",4,
"ISL","HUR","TOT","PC_LF","M","2020-01",4.1,
"ISL","HUR","TOT","PC_LF","M","2020-02",4.3,
"ISL","HUR","TOT","PC_LF","M","2020-03",4.5,
"ISL","HUR","TOT","PC_LF","M","2020-04",4.8,
"ISL","HUR","TOT","PC_LF","M","2020-05",5,
"ISL","HUR","TOT","PC_LF","M","2020-06",5.2,
"ISL","HUR","TOT","PC_LF","M","2020-07",5.3,
"ISL","HUR","TOT","PC_LF","M","2020-08",5.5,
"ISL","HUR","TOT","PC_LF","M","2020-09",5.7,
"ISL","HUR","TOT","PC_LF","M","2020-10",5.9,
"ISL","HUR","TOT","PC_LF","M","2020-11",6,
"ISL","HUR","TOT","PC_LF","M","2020-12",6.1,
"IRL","HUR","TOT","PC_LF","M","2018-12",5.4,
"IRL","HUR","TOT","PC_LF","M","2019-01",5.1,
"IRL","HUR","TOT","PC_LF","M","2019-02",5,
"IRL","HUR","TOT","PC_LF","M","2019-03",5.1,
"IRL","HUR","TOT","PC_LF","M","2019-04",5.2,
"IRL","HUR","TOT","PC_LF","M","2019-05",5.3,
"IRL","HUR","TOT","PC_LF","M","2019-06",5.2,
"IRL","HUR","TOT","PC_LF","M","2019-07",5.1,
"IRL","HUR","TOT","PC_LF","M","2019-08",4.9,
"IRL","HUR","TOT","PC_LF","M","2019-09",4.8,
"IRL","HUR","TOT","PC_LF","M","2019-10",4.6,
"IRL","HUR","TOT","PC_LF","M","2019-11",4.6,
"IRL","HUR","TOT","PC_LF","M","2019-12",4.7,
"IRL","HUR","TOT","PC_LF","M","2020-01",4.9,
"IRL","HUR","TOT","PC_LF","M","2020-02",4.9,
"IRL","HUR","TOT","PC_LF","M","2020-03",5.1,
"IRL","HUR","TOT","PC_LF","M","2020-04",4.7,
"IRL","HUR","TOT","PC_LF","M","2020-05",4.8,
"IRL","HUR","TOT","PC_LF","M","2020-06",5.3,
"IRL","HUR","TOT","PC_LF","M","2020-07",6.2,
"IRL","HUR","TOT","PC_LF","M","2020-08",6.7,
"IRL","HUR","TOT","PC_LF","M","2020-09",7.2,
"IRL","HUR","TOT","PC_LF","M","2020-10",7.1,
"IRL","HUR","TOT","PC_LF","M","2020-11",7.3,
"IRL","HUR","TOT","PC_LF","M","2020-12",7.2,
"ITA","HUR","TOT","PC_LF","M","2018-12",10.3,
"ITA","HUR","TOT","PC_LF","M","2019-01",10.4,
"ITA","HUR","TOT","PC_LF","M","2019-02",10.4,
"ITA","HUR","TOT","PC_LF","M","2019-03",10.4,
"ITA","HUR","TOT","PC_LF","M","2019-04",10.3,
"ITA","HUR","TOT","PC_LF","M","2019-05",10.1,
"ITA","HUR","TOT","PC_LF","M","2019-06",9.7,
"ITA","HUR","TOT","PC_LF","M","2019-07",9.6,
"ITA","HUR","TOT","PC_LF","M","2019-08",9.4,
"ITA","HUR","TOT","PC_LF","M","2019-09",9.6,
"ITA","HUR","TOT","PC_LF","M","2019-10",9.4,
"ITA","HUR","TOT","PC_LF","M","2019-11",9.6,
"ITA","HUR","TOT","PC_LF","M","2019-12",9.6,
"ITA","HUR","TOT","PC_LF","M","2020-01",9.6,
"ITA","HUR","TOT","PC_LF","M","2020-02",9.4,
"ITA","HUR","TOT","PC_LF","M","2020-03",8.5,
"ITA","HUR","TOT","PC_LF","M","2020-04",7.4,
"ITA","HUR","TOT","PC_LF","M","2020-05",8.7,
"ITA","HUR","TOT","PC_LF","M","2020-06",9.3,
"ITA","HUR","TOT","PC_LF","M","2020-07",9.7,
"ITA","HUR","TOT","PC_LF","M","2020-08",9.6,
"ITA","HUR","TOT","PC_LF","M","2020-09",9.5,
"ITA","HUR","TOT","PC_LF","M","2020-10",9.5,
"ITA","HUR","TOT","PC_LF","M","2020-11",8.8,
"ITA","HUR","TOT","PC_LF","M","2020-12",9,
"JPN","HUR","TOT","PC_LF","M","2018-12",2.4,
"JPN","HUR","TOT","PC_LF","M","2019-01",2.5,
"JPN","HUR","TOT","PC_LF","M","2019-02",2.4,
"JPN","HUR","TOT","PC_LF","M","2019-03",2.5,
"JPN","HUR","TOT","PC_LF","M","2019-04",2.4,
"JPN","HUR","TOT","PC_LF","M","2019-05",2.4,
"JPN","HUR","TOT","PC_LF","M","2019-06",2.3,
"JPN","HUR","TOT","PC_LF","M","2019-07",2.3,
"JPN","HUR","TOT","PC_LF","M","2019-08",2.3,
"JPN","HUR","TOT","PC_LF","M","2019-09",2.4,
"JPN","HUR","TOT","PC_LF","M","2019-10",2.4,
"JPN","HUR","TOT","PC_LF","M","2019-11",2.2,
"JPN","HUR","TOT","PC_LF","M","2019-12",2.2,
"JPN","HUR","TOT","PC_LF","M","2020-01",2.4,
"JPN","HUR","TOT","PC_LF","M","2020-02",2.4,
"JPN","HUR","TOT","PC_LF","M","2020-03",2.5,
"JPN","HUR","TOT","PC_LF","M","2020-04",2.6,
"JPN","HUR","TOT","PC_LF","M","2020-05",2.9,
"JPN","HUR","TOT","PC_LF","M","2020-06",2.8,
"JPN","HUR","TOT","PC_LF","M","2020-07",2.9,
"JPN","HUR","TOT","PC_LF","M","2020-08",3,
"JPN","HUR","TOT","PC_LF","M","2020-09",3,
"JPN","HUR","TOT","PC_LF","M","2020-10",3.1,
"JPN","HUR","TOT","PC_LF","M","2020-11",2.9,
"JPN","HUR","TOT","PC_LF","M","2020-12",2.9,
"KOR","HUR","TOT","PC_LF","M","2018-12",3.8,
"KOR","HUR","TOT","PC_LF","M","2019-01",4.3,
"KOR","HUR","TOT","PC_LF","M","2019-02",3.7,
"KOR","HUR","TOT","PC_LF","M","2019-03",3.8,
"KOR","HUR","TOT","PC_LF","M","2019-04",4,
"KOR","HUR","TOT","PC_LF","M","2019-05",4,
"KOR","HUR","TOT","PC_LF","M","2019-06",4,
"KOR","HUR","TOT","PC_LF","M","2019-07",4,
"KOR","HUR","TOT","PC_LF","M","2019-08",3.1,
"KOR","HUR","TOT","PC_LF","M","2019-09",3.4,
"KOR","HUR","TOT","PC_LF","M","2019-10",3.5,
"KOR","HUR","TOT","PC_LF","M","2019-11",3.6,
"KOR","HUR","TOT","PC_LF","M","2019-12",3.7,
"KOR","HUR","TOT","PC_LF","M","2020-01",4,
"KOR","HUR","TOT","PC_LF","M","2020-02",3.3,
"KOR","HUR","TOT","PC_LF","M","2020-03",3.8,
"KOR","HUR","TOT","PC_LF","M","2020-04",3.8,
"KOR","HUR","TOT","PC_LF","M","2020-05",4.5,
"KOR","HUR","TOT","PC_LF","M","2020-06",4.3,
"KOR","HUR","TOT","PC_LF","M","2020-07",4.2,
"KOR","HUR","TOT","PC_LF","M","2020-08",3.2,
"KOR","HUR","TOT","PC_LF","M","2020-09",3.9,
"KOR","HUR","TOT","PC_LF","M","2020-10",4.2,
"KOR","HUR","TOT","PC_LF","M","2020-11",4.1,
"KOR","HUR","TOT","PC_LF","M","2020-12",4.6,
"LUX","HUR","TOT","PC_LF","M","2018-12",5.2,
"LUX","HUR","TOT","PC_LF","M","2019-01",5.2,
"LUX","HUR","TOT","PC_LF","M","2019-02",5.4,
"LUX","HUR","TOT","PC_LF","M","2019-03",5.6,
"LUX","HUR","TOT","PC_LF","M","2019-04",5.7,
"LUX","HUR","TOT","PC_LF","M","2019-05",5.7,
"LUX","HUR","TOT","PC_LF","M","2019-06",5.7,
"LUX","HUR","TOT","PC_LF","M","2019-07",5.7,
"LUX","HUR","TOT","PC_LF","M","2019-08",5.7,
"LUX","HUR","TOT","PC_LF","M","2019-09",5.5,
"LUX","HUR","TOT","PC_LF","M","2019-10",5.5,
"LUX","HUR","TOT","PC_LF","M","2019-11",5.6,
"LUX","HUR","TOT","PC_LF","M","2019-12",5.6,
"LUX","HUR","TOT","PC_LF","M","2020-01",5.7,
"LUX","HUR","TOT","PC_LF","M","2020-02",5.7,
"LUX","HUR","TOT","PC_LF","M","2020-03",6.5,
"LUX","HUR","TOT","PC_LF","M","2020-04",7.4,
"LUX","HUR","TOT","PC_LF","M","2020-05",7.6,
"LUX","HUR","TOT","PC_LF","M","2020-06",7.6,
"LUX","HUR","TOT","PC_LF","M","2020-07",7.2,
"LUX","HUR","TOT","PC_LF","M","2020-08",6.8,
"LUX","HUR","TOT","PC_LF","M","2020-09",6.7,
"LUX","HUR","TOT","PC_LF","M","2020-10",6.5,
"LUX","HUR","TOT","PC_LF","M","2020-11",6.5,
"LUX","HUR","TOT","PC_LF","M","2020-12",6.7,
"MEX","HUR","TOT","PC_LF","M","2018-12",3.692872,
"MEX","HUR","TOT","PC_LF","M","2019-01",3.426292,
"MEX","HUR","TOT","PC_LF","M","2019-02",3.3688,
"MEX","HUR","TOT","PC_LF","M","2019-03",3.547258,
"MEX","HUR","TOT","PC_LF","M","2019-04",3.574489,
"MEX","HUR","TOT","PC_LF","M","2019-05",3.648632,
"MEX","HUR","TOT","PC_LF","M","2019-06",3.521993,
"MEX","HUR","TOT","PC_LF","M","2019-07",3.479586,
"MEX","HUR","TOT","PC_LF","M","2019-08",3.504076,
"MEX","HUR","TOT","PC_LF","M","2019-09",3.514517,
"MEX","HUR","TOT","PC_LF","M","2019-10",3.56775,
"MEX","HUR","TOT","PC_LF","M","2019-11",3.542799,
"MEX","HUR","TOT","PC_LF","M","2019-12",3.240146,
"MEX","HUR","TOT","PC_LF","M","2020-01",3.656332,
"MEX","HUR","TOT","PC_LF","M","2020-02",3.644636,
"MEX","HUR","TOT","PC_LF","M","2020-03",3.230714,"B"
"MEX","HUR","TOT","PC_LF","M","2020-04",4.801267,
"MEX","HUR","TOT","PC_LF","M","2020-05",4.347308,
"MEX","HUR","TOT","PC_LF","M","2020-06",5.461779,"B"
"MEX","HUR","TOT","PC_LF","M","2020-07",5.120639,
"MEX","HUR","TOT","PC_LF","M","2020-08",4.942815,
"MEX","HUR","TOT","PC_LF","M","2020-09",4.712824,
"MEX","HUR","TOT","PC_LF","M","2020-10",4.60241,
"MEX","HUR","TOT","PC_LF","M","2020-11",4.512869,
"MEX","HUR","TOT","PC_LF","M","2020-12",4.249312,
"NLD","HUR","TOT","PC_LF","M","2018-12",3.6,
